X,wt2VehM0,wt3VehM0,wt4VehM0,wt2DexM0,wt3DexM0,wt4DexM0
1110065P20Rik,51.9458919186864,46.701075103057,34.4284975763969,43.8804610858264,27.2787625665128,30.9120620291587
1190002F15Rik,29.3242938250649,27.4115006039682,29.7337024523428,20.334847820261,25.5738399061058,20.8656418696821
1190002N15Rik,315.02669937784,344.166618694268,384.190734318429,318.936034233568,320.525460156526,297.528597030653
1190003K10Rik,0,0,0,0,0,0
1190005I06Rik,12.5675544964564,6.09144457865961,3.9123292700451,17.1240823749567,10.2295359624423,2.3184046521869
1190007I07Rik,42.7296852879517,50.7620381554968,32.0811000143698,21.4051029686958,44.3279891705833,22.4112449711401
1200014J11Rik,392.107700289439,380.715286166226,352.109634304059,385.291853436525,322.230382816933,379.445561407923
1300002E11Rik,61.9999355158515,62.944927312816,43.0356219704961,34.2481647499133,57.9673704538397,49.459299246654
1300002K09Rik,517.783245254003,554.321456658025,501.560612419782,539.408594811135,559.214632613513,568.781941336521
1300017J02Rik,0.837836966430426,0,0,0,0,2.3184046521869
1500004A13Rik,41.8918483215213,42.6401120506173,46.9479512405412,42.8102059373916,44.3279891705833,51.7777038988409
1500009C09Rik,0,0,0,0,0,0
1500011B03Rik,126.513381930994,119.798410046972,158.840568363831,135.922403851218,121.049508888901,122.875446565906
1500011K16Rik,100.540435971651,80.2040202856849,82.9413805249561,93.1121979138268,117.639663568087,68.7793380148782
1500012F01Rik,194.378176211859,193.910985753998,191.70413423221,230.10485691348,247.213785759022,185.472372174952
1500015A07Rik,14.2432284293172,10.1524076310994,20.3441122042345,14.9835720780871,8.52461330203526,9.27361860874762
1500015O10Rik,0,0,0,0,0,0
1500017E21Rik,32.6756416907866,49.7467973923868,46.1654853865322,40.6696956405221,23.8689172456987,35.5488713335325
1600002D24Rik,0.837836966430426,0,0.78246585400902,0,1.70492266040705,3.86400775364484
1600002H07Rik,82.9458596766121,103.554557837213,82.1589146709471,61.0045434607831,64.787061095468,88.0993767831024
1600002K03Rik,77.0810009115992,56.8534827341564,76.6816536928839,93.1121979138268,56.2624477934327,77.2801550728968
1600010M07Rik,62.8377724822819,72.0820941808054,82.1589146709471,52.4425022733048,75.0165970579103,61.8241240583175
1600012H06Rik,599.053430997754,615.235902444621,592.326651484828,567.235228670439,588.198317840433,631.378866945567
1600014C10Rik,187.675480480415,168.529966676249,182.314543984102,212.980774538523,214.820255211288,210.202021798279
1600014C23Rik,0,0,0,0,0,0
1600015I10Rik,0,0,0,2.14051029686958,1.70492266040705,0.772801550728968
1600016N20Rik,5.86485876501298,6.09144457865961,2.34739756202706,3.21076544530437,0,3.86400775364484
1600020E01Rik,5.86485876501298,22.3352967884186,25.8213731822977,11.7728066327827,23.8689172456987,16.2288325653083
1600023N17Rik,1.67567393286085,1.01524076310994,1.56493170801804,0,0,0.772801550728968
1600029O15Rik,0,0,0,0,0,0
1700001C02Rik,0,0,0,0,0,0
1700001C19Rik,4.18918483215213,5.07620381554968,5.47726097806314,12.8430617812175,25.5738399061058,13.1376263623925
1700001G11Rik,59.4864246165602,44.6705935768371,28.1687707443247,62.0747986092179,61.3772157746539,24.729649623327
1700001G17Rik,0,0,1.56493170801804,0,0,0
1700001J03Rik,0,2.03048152621987,0,0,0,3.09120620291587
1700001J11Rik,0,0,0,0,0,0
1700001K19Rik,4.18918483215213,2.03048152621987,3.9123292700451,2.14051029686958,13.6393812832564,0.772801550728968
1700001K23Rik,0,0,0,0,0,0
1700001L05Rik,20.1080871943302,15.228611446649,19.5616463502255,17.1240823749567,27.2787625665128,24.729649623327
1700001L19Rik,0,0,0,0,0,0
1700001O22Rik,0,1.01524076310994,0,0,1.70492266040705,1.54560310145794
1700001P01Rik,0,0,0,0,0,0.772801550728968
1700003D09Rik,0,2.03048152621987,0.78246585400902,0,1.70492266040705,0
1700003E16Rik,6.70269573144341,4.06096305243974,5.47726097806314,5.35127574217396,3.4098453208141,2.3184046521869
1700003F12Rik,3.3513478657217,3.04572228932981,1.56493170801804,2.14051029686958,8.52461330203526,6.18241240583175
1700003G18Rik,0,0,0,0,0,0
1700003M02Rik,0,0,0,0,0,0
1700003M07Rik,2.51351089929128,2.03048152621987,3.9123292700451,4.28102059373916,0,1.54560310145794
1700006E09Rik,0,0,0,0,0,0
1700007G11Rik,3.3513478657217,0,0,0,0,0
1700007J10Rik,27.648619892204,18.2743337359788,21.9090439122526,14.9835720780871,13.6393812832564,14.6832294638504
1700007K09Rik,0,0,0,0,0,0
1700007K13Rik,1.67567393286085,1.01524076310994,5.47726097806314,1.07025514843479,6.81969064162821,3.09120620291587
1700007L15Rik,8.37836966430426,11.1676483942093,9.38959024810824,10.7025514843479,8.52461330203526,11.5920232609345
1700008F21Rik,0,0,0,0,0,0
1700008I05Rik,0,0,0,0,0,0
1700008J07Rik,43.5675222543821,38.5791489981775,34.4284975763969,37.4589301952177,20.4590719248846,30.1392604784298
1700008O03Rik,0,2.03048152621987,2.34739756202706,1.07025514843479,1.70492266040705,0.772801550728968
1700009C05Rik,0,0,0.78246585400902,0,0,0
1700009J07Rik,0,0,0,0,0,0
1700009P17Rik,76.2431639451687,64.9754088390359,75.1167219848659,63.1450537576527,56.2624477934327,61.0513225075885
1700010B08Rik,0,0,0,0,0,0
1700010I14Rik,60.3242615829907,60.9144457865961,77.464119546893,61.0045434607831,54.5575251330256,67.2337349134202
1700011A15Rik,0,0,0,0,0,0
1700011B04Rik,0,0,1.56493170801804,1.07025514843479,0,0.772801550728968
1700011E24Rik,0,0,0,0,0,0.772801550728968
1700011H14Rik,0,0,0,0,0,0
1700011L22Rik,0,0,0.78246585400902,0,0,0.772801550728968
1700011M02Rik,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,0
1700012B09Rik,0,0,0,1.07025514843479,1.70492266040705,0
1700012D01Rik,3.3513478657217,3.04572228932981,6.25972683207216,1.07025514843479,1.70492266040705,2.3184046521869
1700012D14Rik,0.837836966430426,1.01524076310994,3.12986341603608,1.07025514843479,3.4098453208141,0
1700012I11Rik,0,0,0,0,0,0
1700012L04Rik,0,0,0,0,1.70492266040705,0.772801550728968
1700013F07Rik,0,0,0,0,0,0.772801550728968
1700013H16Rik,0,0,0,0,0,0
1700015E13Rik,0,0,0,0,0,0
1700015F17Rik,0,0,0,0,0,0
1700016C15Rik,0,0,0,0,0,0
1700016G22Rik,0,0,0,0,0,0
1700016H13Rik,0,0,0.78246585400902,0,0,0.772801550728968
1700016L04Rik,0,0,0,0,0,0
1700016L21Rik,0,0,0,0,0,0
1700017B05Rik,1348.91751595299,1337.07208501578,1244.12070787434,2762.3285381102,2732.9910246325,2340.81589715804
1700017D01Rik,0,0,0,0,0,0.772801550728968
1700017G19Rik,0.837836966430426,0,0.78246585400902,0,3.4098453208141,3.86400775364484
1700017J07Rik,0,3.04572228932981,0.78246585400902,0,0,0
1700018C11Rik,0,0,0,1.07025514843479,0,0
1700018F24Rik,0,0,0,0,0,0
1700018G05Rik,0,0,0,0,0,0
1700018L02Rik,30.1621307914953,26.3962598408583,23.4739756202706,28.8968890077394,30.6886078873269,26.2752527247849
1700019A02Rik,0,0,0,0,0,0
1700019B03Rik,0,0,0,0,0,0
1700019D03Rik,0.837836966430426,0,0,0,0,0
1700019E08Rik,0,0,0,0,0,0
1700019G17Rik,2.51351089929128,9.13716686798942,10.9545219561263,9.63229633591312,8.52461330203526,14.6832294638504
1700019L03Rik,53.6215658515472,51.7772789186067,46.1654853865322,34.2481647499133,46.0329118309904,39.4128790871774
1700019O17Rik,0,0,0,0,0,0
1700020A23Rik,0,0,0,1.07025514843479,0,0
1700020D05Rik,5.86485876501298,1.01524076310994,8.60712439409922,5.35127574217396,3.4098453208141,5.40961085510278
1700020I14Rik,392.107700289439,419.294435164403,345.849907471987,357.46521957722,373.378062629144,353.943110233867
1700020L24Rik,2.51351089929128,5.07620381554968,3.12986341603608,2.14051029686958,0,0
1700020M21Rik,0,0,0,0,0,0
1700020N01Rik,0,0,0,0,1.70492266040705,0
1700021F05Rik,146.621469125324,136.042262256731,147.886046407705,115.587556030957,134.688890172157,125.966652768822
1700021K19Rik,811.026183504652,796.963999041299,809.069693045327,1099.15203744253,1111.6095745854,1056.4197198465
1700021N21Rik,0,0,0,1.07025514843479,1.70492266040705,1.54560310145794
1700022E09Rik,0,0,0,0,0,0
1700022I11Rik,0,0,0,0,0,0
1700022P22Rik,1.67567393286085,0,1.56493170801804,0,0,0.772801550728968
1700023C21Rik,0,0,0,0,0,0
1700023E05Rik,0,0,0,0,0,0
1700023L04Rik,0.837836966430426,0,1.56493170801804,1.07025514843479,1.70492266040705,3.09120620291587
1700024F13Rik,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0
1700024P16Rik,0.837836966430426,0,0,1.07025514843479,3.4098453208141,1.54560310145794
1700025B11Rik,0,0,0,0,0,0
1700025C18Rik,0,0,0,0,0,0
1700025F22Rik,0,0,0,0,0,0.772801550728968
1700025G04Rik,205.270056775454,229.444412462845,263.69099280104,267.563787108698,313.705769514897,312.211826494503
1700025M24Rik,0,0,0,0,0,0
1700025N23Rik,0.837836966430426,4.06096305243974,2.34739756202706,2.14051029686958,3.4098453208141,3.86400775364484
1700026D08Rik,0.837836966430426,0,0.78246585400902,28.8968890077394,51.1476798122115,23.956848072598
1700026L06Rik,92.9999032737773,111.676483942093,102.503026875182,79.1988809841746,68.1969064162821,71.870544217794
1700028E10Rik,0.837836966430426,1.01524076310994,0,1.07025514843479,0,1.54560310145794
1700028I16Rik,0,0,0.78246585400902,0,0,0
1700028J19Rik,1.67567393286085,8.12192610487948,0.78246585400902,2.14051029686958,13.6393812832564,3.86400775364484
1700028K03Rik,11.729717530026,22.3352967884186,12.5194536641443,16.0538272265219,8.52461330203526,13.9104279131214
1700028P14Rik,0,0,0,0,0,0
1700029H14Rik,0,1.01524076310994,0,1.07025514843479,0,0
1700029I15Rik,5.86485876501298,3.04572228932981,0.78246585400902,0,1.70492266040705,0.772801550728968
1700029J03Rik,0,0,0,0,0,0
1700029J07Rik,0,2.03048152621987,2.34739756202706,4.28102059373916,3.4098453208141,6.18241240583175
1700029M20Rik,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0
1700030A11Rik,0,0,0,0,0,0
1700030C10Rik,3.3513478657217,1.01524076310994,0.78246585400902,0,0,3.86400775364484
1700030J22Rik,25.9729459593432,28.4267413670782,26.6038390363067,34.2481647499133,27.2787625665128,28.5936573769718
1700030K09Rik,67.8647942808645,104.569798600323,76.6816536928839,85.6204118747833,63.0821384350609,115.147431058616
1700030O20Rik,0,0,0.78246585400902,0,0,0
1700031M16Rik,0,0,0,0,0,0
1700031P21Rik,0,0,0,0,0,0
1700034E13Rik,0,0,0.78246585400902,0,0,0
1700034F02Rik,8.37836966430426,7.10668534176955,2.34739756202706,2.14051029686958,15.3443039436635,3.09120620291587
1700034H15Rik,17.5945762950389,11.1676483942093,6.25972683207216,13.9133169296523,8.52461330203526,10.0464201594766
1700034I23Rik,0,0,0,0,0,2.3184046521869
1700034J05Rik,0,0,0,0,0,0
1700034P13Rik,139.080936427451,162.43852209759,121.282207371398,146.624955335566,141.508580813785,122.875446565906
1700037C18Rik,20.9459241607606,22.3352967884186,12.5194536641443,11.7728066327827,25.5738399061058,25.5024511740559
1700037H04Rik,418.080646248782,384.776249218665,403.752380668654,345.692412944438,351.214068043853,298.301398581382
1700039E15Rik,0,0,0,0,0,0
1700040L02Rik,3.3513478657217,0,0,3.21076544530437,1.70492266040705,0.772801550728968
1700041C23Rik,0,0,0,0,0,0.772801550728968
1700041M19Rik,0,0,0,0,0,0
1700042B14Rik,0,0,3.12986341603608,0,0,0.772801550728968
1700042G15Rik,0,0,0,0,0,0
1700042O10Rik,0,0,0,0,1.70492266040705,0
1700047A11Rik,19.2702502278998,23.3505375515285,31.2986341603608,11.7728066327827,18.7541492644776,28.5936573769718
1700047G03Rik,0,0,0,0,0,0
1700047M11Rik,0,0,0,0,0,0.772801550728968
1700048M11Rik,0.837836966430426,1.01524076310994,0,0,0,0
1700048O20Rik,0,0,0.78246585400902,0,0,0
1700049G17Rik,83.7836966430426,57.8687234972663,71.9868585688298,71.707094945131,76.7215197183173,67.2337349134202
1700052I22Rik,0,0,0,0,0,0
1700052K11Rik,45.243196187243,48.7315566292769,43.8180878245051,47.0912265311308,34.098453208141,49.459299246654
1700052N19Rik,176.78359991682,149.24039217716,171.360022027975,151.97623107774,156.852884757449,172.33474581256
1700054M17Rik,0,0,0,0,0,0
1700054O13Rik,0,0,0,0,0,0
1700055N04Rik,0,0,0,0,0,0
1700056E22Rik,0,4.06096305243974,0,3.21076544530437,1.70492266040705,0.772801550728968
1700061G19Rik,7.54053269787383,9.13716686798942,14.0843853721624,10.7025514843479,13.6393812832564,13.1376263623925
1700063D05Rik,0,0,0,0,0,0
1700064M15Rik,0,0,0,0,0,0
1700065D16Rik,1.67567393286085,2.03048152621987,1.56493170801804,0,0,2.3184046521869
1700065I17Rik,0,0,0,0,0,0.772801550728968
1700066B17Rik,0,0,0,0,0,0
1700066B19Rik,3.3513478657217,2.03048152621987,1.56493170801804,1.07025514843479,1.70492266040705,0
1700066M21Rik,87.9728814751947,110.661243178983,99.3731634591455,130.571128109045,136.393812832564,142.19548533413
1700067G17Rik,0,0,0,0,0,0
1700067K01Rik,1.67567393286085,4.06096305243974,1.56493170801804,3.21076544530437,1.70492266040705,1.54560310145794
1700071M16Rik,552.134560877651,602.037772524191,573.547470988612,636.801813318701,700.723213427298,678.519761540034
1700073E17Rik,0,0,0,0,0,0
1700074H08Rik,0,0,0,0,0,0
1700084E18Rik,3.3513478657217,2.03048152621987,0,1.07025514843479,0,1.54560310145794
1700084J12Rik,0,1.01524076310994,0,0,0,0
1700086L19Rik,0,0,0,0,0,0
1700086O06Rik,32.6756416907866,28.4267413670782,22.6915097662616,32.1076544530437,27.2787625665128,20.0928403189532
1700088E04Rik,212.810589473328,226.398690173516,177.619748860048,153.046486226175,161.96765273867,180.835562870579
1700092C10Rik,0,0,0,0,1.70492266040705,0
1700092E19Rik,0,0,0,0,0,0
1700092M07Rik,0.837836966430426,0,0.78246585400902,0,0,2.3184046521869
1700093K21Rik,0.837836966430426,0,0.78246585400902,0,1.70492266040705,2.3184046521869
1700094D03Rik,19.2702502278998,24.3657783146384,17.2142487881984,22.4753581171306,18.7541492644776,21.6384434204111
1700094J05Rik,40.2161743886604,68.0211311283657,61.8148024667126,41.7399507889569,57.9673704538397,59.5057194061305
1700094M24Rik,0,0,0,0,0,0
1700095B10Rik,0,0,0,0,0,0
1700096J18Rik,0,1.01524076310994,0.78246585400902,0,1.70492266040705,0.772801550728968
1700096K18Rik,17.5945762950389,6.09144457865961,11.7369878101353,5.35127574217396,13.6393812832564,5.40961085510278
1700097N02Rik,0,1.01524076310994,0,0,0,0
1700101E01Rik,0,0,0,0,0,0
1700101I11Rik,182.648458681833,140.103225309171,127.54193420347,159.468017116784,150.033194115821,89.6449798845603
1700102H20Rik,0,0,0,0,1.70492266040705,1.54560310145794
1700102P08Rik,3.3513478657217,2.03048152621987,0.78246585400902,1.07025514843479,0,3.09120620291587
1700105P06Rik,0,0,0,0,0,0
1700108J01Rik,0,0,0,0,0,0
1700109G14Rik,0.837836966430426,0,0.78246585400902,0,0,0
1700109H08Rik,12.5675544964564,10.1524076310994,13.3019195181533,22.4753581171306,8.52461330203526,14.6832294638504
1700109K24Rik,0,0,0.78246585400902,0,0,0
1700110C19Rik,0.837836966430426,1.01524076310994,0.78246585400902,0,0,0
1700110K17Rik,48.5945440529647,67.0058903652557,57.9024731966675,81.3393912810441,76.7215197183173,58.7329178554016
1700111N16Rik,0,0,0,0,0,0
1700112E06Rik,144.945795192464,136.042262256731,161.187965925858,155.186996523045,155.147962097042,159.197119450167
1700112H15Rik,0,2.03048152621987,0,0,0,0
1700112J05Rik,0,0,0,1.07025514843479,0,0.772801550728968
1700113A16Rik,72.891816079447,80.2040202856849,53.2076780726133,75.9881155388702,102.295359624423,83.4625674787286
1700113H08Rik,0,0,0,0,0,0
1700120C14Rik,15.0810653957477,16.243852209759,18.7791804962165,18.1943375233915,17.0492266040705,16.2288325653083
1700120G07Rik,0,0,0,0,0,0
1700120K04Rik,5.02702179858255,2.03048152621987,1.56493170801804,2.14051029686958,1.70492266040705,3.86400775364484
1700123I01Rik,3.3513478657217,1.01524076310994,2.34739756202706,4.28102059373916,0,3.09120620291587
1700123M08Rik,10.0540435971651,12.1828891573192,14.8668512261714,0,1.70492266040705,3.09120620291587
1700123O20Rik,312.513188478549,352.288544799147,309.856478187572,340.341137202264,320.525460156526,328.440659059811
1700124L16Rik,0,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0
1700126H18Rik,0,0,0,0,0,0
1700128A07Rik,0,0,0,0,0,0
1810006J02Rik,0,0,0,1.07025514843479,0,0
1810007D17Rik,0,0,0,0,0,0
1810008I18Rik,0,0,0,0,0,0.772801550728968
1810009A15Rik,0,0,0.78246585400902,0,0,2.3184046521869
1810010D01Rik,1.67567393286085,0,0,0,1.70492266040705,0.772801550728968
1810010H24Rik,1.67567393286085,8.12192610487948,0.78246585400902,1.07025514843479,3.4098453208141,6.18241240583175
1810011H11Rik,366.134754330096,389.852453034215,366.97648553023,278.266338593046,317.115614835712,308.347818740858
1810011O10Rik,0.837836966430426,0,0,2.14051029686958,0,1.54560310145794
1810012K16Rik,0,2.03048152621987,0,1.07025514843479,0,0
1810013A23Rik,0.837836966430426,0,0,0,0,0
1810013L24Rik,869.674771154782,981.737817927307,853.670246723841,826.236974591659,876.330247449224,909.587425207995
1810014B01Rik,36.0269895565083,52.7925196817166,30.5161683063518,39.5994404920873,40.9181438497692,30.9120620291587
1810019D21Rik,0,1.01524076310994,0,0,0,0.772801550728968
1810019J16Rik,0,1.01524076310994,1.56493170801804,0,0,0
1810020O05Rik,0.837836966430426,3.04572228932981,3.12986341603608,0,3.4098453208141,1.54560310145794
1810021B22Rik,14.2432284293172,15.228611446649,9.38959024810824,18.1943375233915,18.7541492644776,17.7744356667663
1810022K09Rik,168.405230252516,169.545207439359,205.788519604372,127.36036266374,172.197188701112,166.925134957457
1810024B03Rik,3.3513478657217,1.01524076310994,1.56493170801804,0,0,1.54560310145794
1810026B05Rik,65.3512833815732,95.4326317323339,92.3309707730644,89.9014324685225,97.1805916432019,105.873812449869
1810026J23Rik,433.16171164453,503.559418502528,434.268548975006,475.193285905047,496.132494178452,587.329178554016
1810030O07Rik,542.080517280485,573.611031157113,568.852675864557,525.495277881482,559.214632613513,527.050657597156
1810032O08Rik,22.6215980936215,19.2895744990888,17.9967146422075,12.8430617812175,15.3443039436635,22.4112449711401
1810033B17Rik,15.9189023621781,19.2895744990888,18.7791804962165,13.9133169296523,11.9344586228494,23.184046521869
1810034E14Rik,106.405294736664,109.646002415873,97.0257658971185,119.868576624697,114.229818247272,105.10101089914
1810037I17Rik,510.242712556129,566.504345815344,510.95020266789,509.441450654961,489.312803536824,466.772136640297
1810041L15Rik,0,1.01524076310994,0,0,0,0
1810043G02Rik,229.567328801937,176.651892781129,177.619748860048,271.844807702437,284.722084287978,235.704472972335
1810043H04Rik,62.8377724822819,36.5486674719577,31.2986341603608,46.020971382696,35.8033758685481,47.913696145196
1810044D09Rik,9.21620663073468,4.06096305243974,9.38959024810824,5.35127574217396,6.81969064162821,6.18241240583175
1810046K07Rik,0,0,0,0,0,0
1810055G02Rik,128.189055863855,169.545207439359,147.886046407705,179.802864937045,172.197188701112,174.653150464747
1810058I24Rik,912.404456442734,964.478724954438,993.731634591455,817.67493340418,855.87117552434,860.128125961342
1810062G17Rik,2.51351089929128,0,2.34739756202706,3.21076544530437,1.70492266040705,1.54560310145794
1810062O18Rik,10.8918805635955,8.12192610487948,17.9967146422075,12.8430617812175,27.2787625665128,23.184046521869
1810065E05Rik,0,0,0,0,0,0
2010001E11Rik,3.3513478657217,0,1.56493170801804,0,1.70492266040705,0
2010002M12Rik,3.3513478657217,4.06096305243974,6.25972683207216,2.14051029686958,3.4098453208141,1.54560310145794
2010005H15Rik,0,0,0,0,0,0
2010009K17Rik,0.837836966430426,0,0.78246585400902,3.21076544530437,0,0
2010010A06Rik,0,0,0,0,0,0
2010012O05Rik,123.999871031703,143.148947598501,146.321114699687,100.60398395287,153.443039436635,127.51225587028
2010015L04Rik,10.0540435971651,9.13716686798942,11.7369878101353,8.56204118747833,13.6393812832564,10.0464201594766
2010016I18Rik,2.51351089929128,6.09144457865961,5.47726097806314,2.14051029686958,6.81969064162821,7.72801550728968
2010107E04Rik,383.729330625135,420.309675927513,376.366075778339,409.907721850525,339.279609421003,359.35272108897
2010107G12Rik,0,1.01524076310994,2.34739756202706,1.07025514843479,0,0
2010107G23Rik,0.837836966430426,0,0,0,0,0.772801550728968
2010109A12Rik,0,1.01524076310994,0,1.07025514843479,0,0
2010109I03Rik,0,0,0.78246585400902,2.14051029686958,0,0
2010111I01Rik,1668.97123712941,1644.69003623809,1611.09719340457,1709.19747205036,1810.62786535229,1775.89796357517
2010204K13Rik,10.8918805635955,9.13716686798942,14.8668512261714,9.63229633591312,8.52461330203526,10.8192217102056
2010300C02Rik,6.70269573144341,9.13716686798942,10.1720561021173,78.1286258357398,92.0658236619808,68.7793380148782
2010308F09Rik,0,0,0.78246585400902,0,0,0
2010310C07Rik,0,0,0,0,0,0
2010315B03Rik,182.648458681833,180.712855833568,179.184680568066,156.25725167148,148.328271455413,188.563578377868
2010320M18Rik,42.7296852879517,23.3505375515285,40.688224408469,43.8804610858264,27.2787625665128,28.5936573769718
2200002D01Rik,2.51351089929128,3.04572228932981,0.78246585400902,3.21076544530437,3.4098453208141,1.54560310145794
2200002J24Rik,0,0,0,0,0,0
2210010C04Rik,0,0,0,0,0,0
2210011C24Rik,5.86485876501298,9.13716686798942,3.12986341603608,3.21076544530437,8.52461330203526,6.95521395656071
2210013O21Rik,157.51334968892,138.072743782951,174.489885444011,116.657811179392,172.197188701112,157.651516348709
2210015D19Rik,125.675544964564,134.011780730511,119.71727566338,116.657811179392,131.279044851343,141.422683783401
2210016F16Rik,541.242680314055,555.336697421135,528.946917310097,526.565533029917,506.362030140894,518.549840539138
2210016L21Rik,309.161840612827,283.252172907672,352.109634304059,342.481647499133,322.230382816933,279.754161363886
2210018M11Rik,333.459112639309,376.654323113786,386.538131880456,393.853894624003,346.099300062631,374.80875210355
2210039B01Rik,0,0,0,0,0,0
2210404O07Rik,128.189055863855,167.514725913139,143.97371713766,134.852148702784,124.459354209715,148.377897739962
2210404O09Rik,87.1350445087643,95.4326317323339,84.5063122329742,109.166025140349,81.8362876995385,91.1905829860182
2210408F21Rik,44.4053592208126,50.7620381554968,40.688224408469,24.6158684140002,25.5738399061058,13.9104279131214
2210408I21Rik,54.4594028179777,28.4267413670782,35.2109634304059,41.7399507889569,23.8689172456987,25.5024511740559
2210409E12Rik,0,0,0,0,0,0
2210414B05Rik,0,0,0,0,0,1.54560310145794
2210416O15Rik,0,0,0,1.07025514843479,0,0
2210417A02Rik,1.67567393286085,7.10668534176955,4.69479512405412,0,0,1.54560310145794
2300002M23Rik,0,0,0,0,0,0
2300005B03Rik,0,0,0,0,0,0
2300009A05Rik,50.2702179858255,68.0211311283657,39.90575855446,38.5291853436525,49.4427571518045,46.3680930437381
2310001H17Rik,30.9999677579258,36.5486674719577,46.9479512405412,31.0373993046089,27.2787625665128,30.9120620291587
2310001K24Rik,0,0,0,1.07025514843479,0,0
2310002J15Rik,0,0,0,0,0,0
2310003H01Rik,166.729556319655,124.874613862522,146.321114699687,147.695210484001,119.344586228494,129.057858971738
2310005A03Rik,0,0,0,0,0,0
2310005G13Rik,0,0,0.78246585400902,0,0,0
2310007B03Rik,0,0,0,0,0,0
2310007L24Rik,0,0,0,0,0,0
2310008N11Rik,0,0,0,0,0,0
2310009A05Rik,59.4864246165602,50.7620381554968,65.7271317367577,59.9342883123483,47.7378344913974,40.9584821886353
2310009B15Rik,24.2972720264823,16.243852209759,24.2564414742796,13.9133169296523,32.393530547734,12.3648248116635
2310010J17Rik,8.37836966430426,4.06096305243974,3.12986341603608,8.56204118747833,8.52461330203526,13.9104279131214
2310011J03Rik,545.431865146207,562.443382762904,536.771575850188,475.193285905047,460.329118309904,444.360891669157
2310014L17Rik,0,0,2.34739756202706,1.07025514843479,0,0
2310015A10Rik,52.7837288851168,49.7467973923868,46.1654853865322,57.7937780154787,57.9673704538397,55.6417116524857
2310015B20Rik,0,1.01524076310994,0,2.14051029686958,6.81969064162821,2.3184046521869
2310020H05Rik,0,0,0,1.07025514843479,0,0
2310022A10Rik,1094.21507815814,1146.20682155112,1033.63739314592,1227.58265525471,1256.52800072,1069.55734620889
2310022B05Rik,191.864665312567,190.865263464668,194.051531794237,161.608527413653,144.918426134599,142.19548533413
2310030A07Rik,0,0,0,0,0,0
2310030G06Rik,0,0,0,0,0,0
2310033P09Rik,162.540371487503,158.37755904515,136.149058597569,122.009086921566,134.688890172157,118.238637261532
2310034G01Rik,0,1.01524076310994,2.34739756202706,1.07025514843479,0,1.54560310145794
2310034O05Rik,0.837836966430426,0,0,0,0,0
2310035C23Rik,289.891590384927,269.038802224133,294.207161107391,298.601186413307,272.787625665128,299.074200132111
2310036O22Rik,565.539952340537,540.108085974485,498.430749003746,496.598388873743,496.132494178452,459.044121133007
2310039H08Rik,30.1621307914953,29.4419821301881,23.4739756202706,21.4051029686958,20.4590719248846,22.4112449711401
2310039L15Rik,0,0,0,0,0,0
2310040G24Rik,17.5945762950389,19.2895744990888,14.0843853721624,24.6158684140002,18.7541492644776,17.7744356667663
2310043L19Rik,0,0,0,0,0,0.772801550728968
2310043O21Rik,0,0,0,0,0,0
2310045N01Rik,355.242873766501,329.953248010729,319.24606843568,326.427820272611,340.98453208141,274.344550508784
2310047M10Rik,178.459273849681,145.179429124721,155.710704947795,146.624955335566,177.311956682333,188.563578377868
2310057M21Rik,68.7026312472949,74.1125757070253,66.5095975907667,73.8476052420006,90.3609010015737,74.1889488699809
2310061I04Rik,209.459241607606,221.322486357966,223.002768392571,223.683326022871,262.558089702686,224.112449711401
2310061J03Rik,43.5675222543821,26.3962598408583,27.3863048903157,26.7563787108698,23.8689172456987,24.729649623327
2310067B10Rik,495.999484126812,479.193640187889,457.742524595277,525.495277881482,477.378344913974,439.724082364783
2310068J16Rik,25.9729459593432,27.4115006039682,25.8213731822977,33.1779096014785,15.3443039436635,25.5024511740559
2310069B03Rik,19.2702502278998,37.5639082350676,21.9090439122526,10.7025514843479,10.2295359624423,15.4560310145794
2410002F23Rik,142.432284293172,128.935576914962,130.671797619506,113.447045734088,129.574122190936,125.193851218093
2410003L11Rik,0,0,0,0,0,0
2410004B18Rik,119.810686199551,116.752687757643,118.152343955362,132.711638405914,97.1805916432019,149.150699290691
2410004N09Rik,36.8648265229387,43.6553528137272,32.0811000143698,37.4589301952177,44.3279891705833,38.6400775364484
2410004P03Rik,16.7567393286085,5.07620381554968,3.9123292700451,9.63229633591312,11.9344586228494,12.3648248116635
2410006H16Rik,255.54027476128,204.063393385097,150.233443969732,218.332050280697,235.279327136173,177.744356667663
2410012E07Rik,0,0,0,0,0,0
2410015M20Rik,381.215819725844,362.440952430247,365.411553822212,367.097515913133,395.542057214436,350.851904030952
2410016O06Rik,247.161905096976,224.368208647296,231.60989278667,215.121284835393,160.262730078263,210.974823349008
2410017I17Rik,0,0,0,0,0,0
2410018M08Rik,4.18918483215213,10.1524076310994,6.25972683207216,11.7728066327827,10.2295359624423,12.3648248116635
2410021H03Rik,0,0,0,0,0,0
2410076I21Rik,8.37836966430426,8.12192610487948,3.12986341603608,7.49178603904354,1.70492266040705,4.63680930437381
2410089E03Rik,222.026796104063,230.459653225955,209.700848874417,215.121284835393,214.820255211288,215.611632653382
